Cerveja,mean,mode,median,variance,std,standard_mean_error,variant_coefficient,assymetry,kurtose
BECKS_stats,5.1433333333333335,4.99,4.99,0.39715038759689913,0.630198688983799,0.06756439138978758,0.1225272888497341,1.1638758265954294,1.3540218588137276
