Cerveja,mean,mode,median,variance,std,standard_mean_error,variant_coefficient,assymetry,kurtose
AMSTEL LAGER_stats,3.7885752118644067,3.19,3.295,0.9330027737012995,0.9659206870656096,0.04446010337077548,0.25495618617804017,1.1902925067040444,0.5296405230973358
BECKS_stats,5.1433333333333335,4.99,4.99,0.39715038759689913,0.630198688983799,0.06756439138978758,0.1225272888497341,1.1638758265954294,1.3540218588137276
