Cerveja,mean,mode,median,variance,std,standard_mean_error,variant_coefficient,assymetry,kurtose
AMSTEL LAGER_stats,3.7885752118644067,3.19,3.295,0.9330027737012995,0.9659206870656096,0.04446010337077548,0.25495618617804017,1.1902925067040444,0.5296405230973358
